event_id,match_id,home_team,away_team,team,opponent,player,position,shirt_number,minute,second,event_type,x,y,outcome,xg
3995,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ndukwe,LB,16,71,11,Turnover,37.41,25.92,Complete,0.0
3996,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Suleiman Mohammed,RW,9,71,21,Tackle,46.79,35.93,Complete,0.0
3997,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Daniel Egwuekwe,CAM,7,71,22,Interception,67.01,8.6,Complete,0.0
3998,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,71,29,Pass,44.08,46.12,Complete,0.0
3999,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Chidi Bello,ST,23,71,35,Dangerous Pass,108.95,66.44,Incomplete,0.0
4000,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,71,44,Progressive Pass,95.45,65.54,Complete,0.0
4001,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,71,59,Turnover,10.31,43.84,Complete,0.0
4002,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chibuzor Sanni,CB,23,72,0,Pass,91.89,61.38,Complete,0.0
4003,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,72,27,Pass,43.5,23.32,Complete,0.0
4004,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Success Danjuma,CDM,25,72,31,Shot,112.01,41.5,On Target,0.41
4005,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Kunle Egwuekwe,ST,4,72,34,Turnover,27.81,58.39,Complete,0.0
4006,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Femi Sanni,LW,8,72,40,Tackle,31.26,48.77,Complete,0.0
4007,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chukwuemeka Ibrahim,LW,25,72,45,Foul,49.51,26.56,Complete,0.0
4008,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Bayo Adebayo,GK,2,72,56,Yellow Card,106.94,31.57,Complete,0.0
4009,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Yusuf Nnamdi,LB,29,72,57,Tackle,78.61,38.62,Complete,0.0
4010,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Yusuf Nnamdi,LB,29,73,14,Dangerous Pass,109.91,44.0,Complete,0.0
4011,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Kelechi Afolabi,CDM,12,73,15,Tackle,60.26,45.12,Complete,0.0
4012,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Victor Adebayo,CAM,5,73,28,Turnover,73.04,53.07,Complete,0.0
4013,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Suleiman Mohammed,RW,9,73,33,Tackle,68.11,51.69,Complete,0.0
4014,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Femi Sanni,LW,8,73,35,Interception,75.47,73.55,Complete,0.0
4015,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ekong,GK,6,73,40,Foul,48.54,66.95,Complete,0.0
4016,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Musa Usman,LB,20,73,52,Shot,101.78,36.21,Off Target,0.293
4017,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,74,1,Pass,80.99,30.16,Complete,0.0
4018,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Emmanuel Lawal,CDM,24,74,9,Pass,118.51,66.6,Complete,0.0
4019,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,74,15,Pass,107.16,50.96,Complete,0.0
4020,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Suleiman Ekong,CB,1,74,15,Corner,105.5,17.42,Complete,0.0
4021,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Chidi Bello,ST,23,74,19,Turnover,56.44,1.79,Complete,0.0
4022,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,74,20,Progressive Pass,78.79,30.67,Complete,0.0
4023,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Success Danjuma,CDM,25,74,21,Dangerous Pass,77.82,55.55,Complete,0.0
4024,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ndukwe,LB,16,74,27,Tackle,66.07,61.83,Complete,0.0
4025,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,74,28,Tackle,19.34,59.24,Complete,0.0
4026,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Chukwuemeka Adeyemi,LB,10,74,37,Big Chance,98.84,31.52,On Target,0.497
4027,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Daniel Egwuekwe,CAM,7,74,41,Successful Dribble,27.46,22.41,Complete,0.0
4028,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Bayo Adebayo,GK,2,74,50,Pass,70.35,39.79,Incomplete,0.0
4029,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,74,51,Pass,70.18,41.35,Incomplete,0.0
4030,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,74,51,Interception,67.33,61.51,Complete,0.0
4031,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Kunle Egwuekwe,ST,4,74,54,Pass,85.04,28.69,Complete,0.0
4032,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Musa Usman,LB,20,75,3,Pass,62.36,32.24,Complete,0.0
4033,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Aliyu Bello,ST,21,75,10,Pass,32.32,70.59,Complete,0.0
4034,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,75,37,Progressive Pass,58.44,20.94,Complete,0.0
4035,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Suleiman Ekong,CB,1,75,39,Interception,79.54,54.19,Complete,0.0
4036,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,76,3,Progressive Pass,108.24,41.91,Complete,0.0
4037,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Kelechi Afolabi,CDM,12,76,7,Progressive Pass,85.91,45.8,Incomplete,0.0
4038,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Ifeanyi Ndukwe,CDM,13,76,13,Cross,84.24,47.93,Complete,0.0
4039,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Musa Usman,LB,20,76,15,Foul,54.91,31.79,Complete,0.0
4040,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Victor Adebayo,CAM,5,76,18,Yellow Card,18.88,42.93,Complete,0.0
4041,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Abubakar Yakubu,LB,24,76,25,Turnover,88.77,62.55,Complete,0.0
4042,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Success Danjuma,CDM,25,76,28,Shot on Target,94.62,40.41,Off Target,0.218
4043,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,76,40,Interception,19.28,55.47,Complete,0.0
4044,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Yusuf Nnamdi,LB,29,76,41,Shot,105.12,60.68,On Target,0.217
4045,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Abubakar Yakubu,LB,24,76,42,Progressive Pass,51.77,80.0,Complete,0.0
4046,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,76,43,Pass,21.33,42.4,Complete,0.0
4047,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,76,55,Foul,71.84,15.97,Complete,0.0
4048,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chidi Garba,RB,17,77,10,Interception,10.55,44.88,Complete,0.0
4049,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,77,11,Pass,77.02,23.98,Complete,0.0
4050,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Abdullahi Nwankwo,LB,6,77,12,Shot,112.75,16.6,Off Target,0.228
4051,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,77,34,Dangerous Pass,95.63,27.79,Incomplete,0.0
4052,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Emmanuel Lawal,CDM,24,77,42,Tackle,56.02,36.89,Complete,0.0
4053,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ekong,GK,6,77,43,Cross,96.27,59.01,Complete,0.0
4054,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chibuzor Sanni,CB,23,77,53,Tackle,76.72,2.76,Complete,0.0
4055,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Musa Usman,LB,20,78,4,Progressive Pass,59.3,49.23,Complete,0.0
4056,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Chidi Bello,ST,23,78,4,Cross,91.84,27.12,Complete,0.0
4057,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,78,11,Tackle,25.32,40.52,Complete,0.0
4058,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Victor Adebayo,CAM,5,78,11,Pass,45.44,43.08,Complete,0.0
4059,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Suleiman Ekong,CB,1,78,13,Successful Dribble,27.38,46.28,Complete,0.0
4060,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Emmanuel Lawal,CDM,24,78,23,Dangerous Pass,91.21,30.95,Complete,0.0
4061,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Olamide Okonkwo,RW,29,78,27,Pass,53.46,62.54,Incomplete,0.0
4062,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chukwuemeka Ibrahim,LW,25,78,28,Pass,82.46,65.78,Complete,0.0
4063,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Victor Adebayo,CAM,5,78,34,Pass,113.69,71.03,Complete,0.0
4064,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Musa Usman,LB,20,78,36,Successful Dribble,11.75,31.62,Complete,0.0
4065,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ekong,GK,6,78,40,Pass,43.88,11.01,Complete,0.0
4066,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,79,4,Successful Dribble,0.68,57.21,Complete,0.0
4067,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,79,25,Progressive Pass,114.67,41.02,Complete,0.0
4068,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Olamide Okonkwo,RW,29,79,27,Turnover,73.47,46.68,Complete,0.0
4069,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,79,30,Interception,26.29,38.53,Complete,0.0
4070,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Aliyu Bello,ST,21,79,34,Shot on Target,89.86,20.13,Off Target,0.099
4071,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Musa Usman,LB,20,79,43,Pass,51.77,47.75,Complete,0.0
4072,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Daniel Egwuekwe,CAM,7,79,56,Successful Dribble,18.28,19.12,Complete,0.0
4073,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ekong,GK,6,79,56,Foul,40.8,34.19,Complete,0.0
4074,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ndukwe,LB,16,79,58,Shot,98.18,47.15,On Target,0.245
4075,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Chukwuemeka Adeyemi,LB,10,79,58,Offside,18.79,80.0,Complete,0.0
4076,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Aliyu Bello,ST,21,80,4,Cross,77.43,58.75,Complete,0.0
4077,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,80,33,Turnover,13.29,67.14,Complete,0.0
4078,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Ifeanyi Ndukwe,CDM,13,80,35,Big Chance,119.96,26.25,Off Target,0.597
4079,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chibuzor Sanni,CB,23,80,46,Tackle,56.2,20.52,Complete,0.0
4080,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Ifeanyi Ndukwe,CDM,13,80,47,Foul,77.3,45.14,Complete,0.0
4081,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,80,48,Tackle,51.45,44.39,Complete,0.0
4082,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chukwuemeka Ibrahim,LW,25,80,51,Tackle,76.75,38.59,Complete,0.0
4083,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Yusuf Nnamdi,LB,29,80,59,Progressive Pass,103.26,61.59,Complete,0.0
4084,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,81,2,Progressive Pass,36.03,62.4,Incomplete,0.0
4085,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,81,3,Offside,24.64,22.37,Complete,0.0
4086,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,81,16,Successful Dribble,119.11,77.15,Complete,0.0
4087,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,81,26,Interception,45.42,15.25,Complete,0.0
4088,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,81,36,Pass,87.2,59.75,Complete,0.0
4089,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Rasheed Nwankwo,CB,26,81,41,Pass,9.98,35.01,Complete,0.0
4090,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Rasheed Mohammed,RW,1,81,42,Interception,23.88,32.14,Complete,0.0
4091,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Rasheed Mohammed,RW,1,81,44,Successful Dribble,111.46,23.82,Complete,0.0
4092,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Tunde Usman,LW,16,81,59,Pass,70.4,38.91,Complete,0.0
4093,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,82,13,Pass,90.53,24.15,Complete,0.0
4094,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,82,18,Pass,19.84,56.47,Complete,0.0
4095,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,82,23,Tackle,44.73,34.96,Complete,0.0
4096,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Kunle Egwuekwe,ST,4,82,26,Cross,91.89,51.29,Complete,0.0
4097,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,82,28,Pass,85.27,12.77,Complete,0.0
4098,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Aliyu Bello,ST,21,82,54,Turnover,84.23,26.11,Complete,0.0
4099,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Kelechi Afolabi,CDM,12,82,54,Tackle,20.76,31.31,Complete,0.0
4100,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,82,55,Foul,45.84,42.0,Complete,0.0
4101,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,82,58,Interception,78.98,29.46,Complete,0.0
4102,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,83,0,Progressive Pass,83.34,59.88,Complete,0.0
4103,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Victor Adebayo,CAM,5,83,7,Turnover,23.2,56.6,Complete,0.0
4104,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Kunle Egwuekwe,ST,4,83,10,Progressive Pass,100.45,70.86,Complete,0.0
4105,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,83,13,Tackle,28.7,0.0,Complete,0.0
4106,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,83,15,Dangerous Pass,89.5,80.0,Complete,0.0
4107,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ndukwe,LB,16,83,24,Dangerous Pass,87.99,68.11,Complete,0.0
4108,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Musa Usman,LB,20,83,33,Dangerous Pass,100.85,37.11,Complete,0.0
4109,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Abubakar Yakubu,LB,24,83,54,Successful Dribble,16.17,44.45,Complete,0.0
4110,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,84,34,Corner,85.86,41.22,Complete,0.0
4111,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chidi Garba,RB,17,84,37,Dangerous Pass,109.47,43.57,Complete,0.0
4112,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Emmanuel Lawal,CDM,24,84,43,Pass,53.07,41.57,Complete,0.0
4113,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Aliyu Bello,ST,21,84,48,Cross,89.92,65.33,Complete,0.0
4114,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Ifeanyi Ndukwe,CDM,13,85,0,Dangerous Pass,100.42,53.08,Incomplete,0.0
4115,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chukwuemeka Ibrahim,LW,25,85,2,Progressive Pass,15.94,54.96,Incomplete,0.0
4116,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chukwuemeka Ibrahim,LW,25,85,6,Shot,103.52,50.45,Off Target,0.283
4117,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,85,17,Tackle,32.37,55.96,Complete,0.0
4118,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Aliyu Bello,ST,21,85,18,Progressive Pass,117.56,19.39,Incomplete,0.0
4119,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,85,20,Foul,54.65,54.86,Complete,0.0
4120,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Chidi Bello,ST,23,85,23,Progressive Pass,85.81,37.68,Complete,0.0
4121,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Yusuf Nnamdi,LB,29,85,25,Pass,79.87,73.54,Complete,0.0
4122,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Rasheed Mohammed,RW,1,85,27,Pass,18.35,63.57,Complete,0.0
4123,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,85,35,Progressive Pass,2.91,12.48,Complete,0.0
4124,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Abubakar Yakubu,LB,24,85,44,Pass,93.41,60.58,Complete,0.0
4125,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Femi Sanni,LW,8,85,49,Pass,64.53,34.41,Complete,0.0
4126,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Femi Sanni,LW,8,86,4,Pass,67.48,35.43,Complete,0.0
4127,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Olamide Okonkwo,RW,29,86,21,Progressive Pass,78.61,26.09,Complete,0.0
4128,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Suleiman Mohammed,RW,9,86,26,Pass,85.17,47.9,Complete,0.0
4129,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ndukwe,LB,16,86,28,Shot on Target,110.71,51.57,Off Target,0.335
4130,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Victor Adebayo,CAM,5,86,32,Dangerous Pass,78.65,41.25,Complete,0.0
4131,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Abdullahi Nwankwo,LB,6,86,36,Yellow Card,52.87,48.66,Complete,0.0
4132,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Rasheed Mohammed,RW,1,86,43,Successful Dribble,70.26,54.25,Complete,0.0
4133,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Victor Adebayo,CAM,5,86,50,Turnover,23.81,48.66,Complete,0.0
4134,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Bayo Adebayo,GK,2,86,50,Cross,107.23,52.21,Complete,0.0
4135,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,86,54,Interception,49.74,50.18,Complete,0.0
4136,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chukwuemeka Ibrahim,LW,25,87,2,Successful Dribble,59.08,67.1,Complete,0.0
4137,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Femi Sanni,LW,8,87,2,Yellow Card,55.6,20.45,Complete,0.0
4138,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,87,7,Successful Dribble,30.2,40.26,Complete,0.0
4139,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Success Danjuma,CDM,25,87,15,Interception,24.31,48.04,Complete,0.0
4140,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Olamide Mohammed,CAM,26,87,23,Foul,66.72,48.41,Complete,0.0
4141,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,87,23,Turnover,68.91,31.38,Complete,0.0
4142,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Olamide Okonkwo,RW,29,87,33,Pass,19.01,19.63,Complete,0.0
4143,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,87,38,Pass,20.76,42.03,Complete,0.0
4144,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Rasheed Mohammed,RW,1,87,41,Progressive Pass,95.88,54.85,Complete,0.0
4145,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,87,50,Progressive Pass,30.27,55.85,Incomplete,0.0
4146,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Femi Nwankwo,CM,21,87,51,Progressive Pass,109.19,47.94,Complete,0.0
4147,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,87,57,Pass,35.64,54.31,Incomplete,0.0
4148,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Damilare Egwuekwe,RW,3,87,58,Progressive Pass,103.66,38.48,Complete,0.0
4149,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Kelechi Afolabi,CDM,12,87,59,Cross,96.65,0.0,Incomplete,0.0
4150,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,88,12,Pass,27.14,43.37,Complete,0.0
4151,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Abubakar Yakubu,LB,24,88,17,Foul,13.59,25.46,Complete,0.0
4152,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Suleiman Mohammed,RW,9,88,18,Yellow Card,41.0,50.65,Complete,0.0
4153,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Yusuf Nnamdi,LB,29,88,23,Dangerous Pass,94.13,56.32,Complete,0.0
4154,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ndukwe,LB,16,88,39,Pass,56.16,64.88,Complete,0.0
4155,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,89,3,Successful Dribble,36.97,38.58,Complete,0.0
4156,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Sani Adisa,LW,22,89,9,Pass,20.72,12.18,Complete,0.0
4157,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Kelechi Afolabi,CDM,12,89,31,Pass,18.27,11.54,Incomplete,0.0
4158,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Abubakar Yakubu,LB,24,89,32,Pass,46.03,41.62,Incomplete,0.0
4159,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Emmanuel Lawal,CDM,24,90,5,Pass,16.15,75.39,Complete,0.0
4160,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Joseph Ndukwe,LB,16,90,24,Progressive Pass,89.21,53.72,Complete,0.0
4161,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Chukwuemeka Ibrahim,LW,25,90,25,Shot,111.05,41.15,Off Target,0.4
4162,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Victor Adebayo,CAM,5,90,25,Pass,98.88,53.47,Complete,0.0
4163,5,Kano Pillars,Kun Khalifat,Kano Pillars,Kun Khalifat,Praise Ndukwe,RB,19,90,38,Turnover,66.44,51.08,Complete,0.0
4164,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Kunle Egwuekwe,ST,4,90,51,Progressive Pass,106.97,27.84,Complete,0.0
4165,5,Kano Pillars,Kun Khalifat,Kun Khalifat,Kano Pillars,Abubakar Yakubu,LB,24,90,53,Cross,76.09,80.0,Complete,0.0
4166,6,Niger Tornadoes,Kwara United,Niger Tornadoes,Kwara United,Chinedu Nwankwo,RB,10,0,0,Cross,99.65,3.47,Complete,0.0
4167,6,Niger Tornadoes,Kwara United,Kwara United,Niger Tornadoes,Tunde Sanni,CB,14,0,16,Turnover,21.38,33.95,Complete,0.0
4168,6,Niger Tornadoes,Kwara United,Niger Tornadoes,Kwara United,Abubakar Osazuwa,LB,28,0,27,Pass,19.24,7.8,Complete,0.0
